indicative_duration,location,mo1_gender,gender_no,mo2_age,mo3_education,mo4_madrassa,mo5_monthly_income,mo6_local_influence,mo7_basis_for_local_influence,mo8_current_occupation,ms1_impact,ms2_size_of_bribe,ms3_type_of_abuse,ms4_service_with_worst_problem,pd,selected_cohort,stone_name,surveyor,latitude,longitude
8,Kabul PD11 - Prohzhe Jaded (315),Female,1,Up to 25,Secondary education / High School / Institute,No,4001 - 6000 AFN,No,Selected or elected representative (past or present),Police,Extreme impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.53076105,69.2092607
19,Kabul PD11 - Gulaye Sinama,Female,1,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,"Judge or senior official in district, provincial or national Government","Unemployed, unpaid worker or retired",Extreme impact,"10,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.53062076,69.20921916
22,Kabul PD11 - Gulaye Sinama,Female,1,26 - 35,Secondary education / High School / Institute,No,I prefer not to say,Yes,"Respected professional (e.g. Educational, Medical, Technical)",Malik or Wakil-e-Guzar,Extreme impact,"1,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,34,Placeholder,Tablet 16 - Humaira (Kabul),34.53062076,69.20921916
13,Kabul PD11 - Gulaye Sinama,Female,1,Up to 25,Secondary education / High School / Institute,"Yes, some","15,001 - 20,000 AFN",Yes,"Respected professional (e.g. Educational, Medical, Technical)",Professional / Manager,Extreme impact,"10,000 Afs",Payment of money,Driver license,PD11,34,Placeholder,Tablet 16 - Humaira (Kabul),34.53062076,69.20921916
12,Kabul PD11 - Gulaye Sinama,Female,1,Up to 25,Vocational training after Secondary / High School,No,"20,001 - 25,000 AFN",Yes,Business owner (with paid workers),Professional / Manager,Extreme impact,"1,000,000 Afs",Payment of money,Filing a case with the courts,PD11,34,Placeholder,Tablet 16 - Humaira (Kabul),34.53062076,69.20921916
18,Kabul PD11 - Hazara Baghal,Female,1,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,Business owner (with paid workers),"Unemployed, unpaid worker or retired",Extreme impact,"100,000 Afs",Payment of money,Vehicle registration,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.53077778,69.20914975
19,Kabul PD11 - Hazara Baghal,Female,1,36 - 45,Secondary education / High School / Institute,No,I prefer not to say,Yes,Community Leader,Police,Extreme impact,"1,000 Afs",Payment of money,Obtaining a judgement,PD11,34,Placeholder,Tablet 16 - Humaira (Kabul),34.53077778,69.20914975
13,Kabul PD11 - Hazara Baghal,Female,1,Up to 25,Vocational training after Secondary / High School,"Yes, some",I prefer not to say,Yes,"Judge or senior official in district, provincial or national Government",Professional / Manager,Extreme impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,34,Placeholder,Tablet 16 - Humaira (Kabul),34.53077778,69.20914975
11,Kabul PD11 - Hazara Baghal,Female,1,Up to 25,University or post-graduate education,"Yes, on a regular basis",I prefer not to say,Yes,"Respected professional (e.g. Educational, Medical, Technical)",Police,Extreme impact,"10,000 Afs",Payment of money,Tashkera,PD11,34,Placeholder,Tablet 16 - Humaira (Kabul),34.53077778,69.20914975
8,Kabul PD11 - Hazara Baghal,Female,1,56 and older,Primary education,No,I prefer not to say,Yes,"Respected professional (e.g. Educational, Medical, Technical)",Provincial Official,Extreme impact,"10,000 Afs",Payment of money,Tashkera,PD11,34,Placeholder,Tablet 16 - Humaira (Kabul),34.53077778,69.20914975
19,Kabul PD11 - Hase Awal Khair Khana,Female,1,Up to 25,Primary education,No,"15,001 - 20,000 AFN",Yes,"Judge or senior official in district, provincial or national Government","Unemployed, unpaid worker or retired",Moderate impact,"1,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,31,Placeholder,Tablet 16 - Humaira (Kabul),34.53078643,69.20912892
25,Kabul PD11 - Hase Awal Khair Khana,Female,1,26 - 35,University or post-graduate education,"Yes, some","20,001 - 25,000 AFN",No,"Judge or senior official in district, provincial or national Government",Provincial Official,Extreme impact,"100,000 Afs",Payment of money,Driver license,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.53078643,69.20912892
24,Kabul PD16 - Aqab Nasaji Bagrami,Female,1,26 - 35,Secondary education / High School / Institute,"Yes, some","25,001 - 40,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD16,32,Placeholder,Tablet 03 - Lailuma (Kabul),34.5259197,69.20637488
23,Kabul PD16 - Aqab Nasaji Bagrami,Female,1,26 - 35,I do not have any formal education,No,2000 - 4000 AFN,No,None of the above,Other,Strong impact,"1,000,000 Afs",Delay of service,Filing a case with the courts,PD16,33,Placeholder,Tablet 03 - Lailuma (Kabul),34.5259197,69.20637488
25,Kabul PD16 - Shahrak Khurasan,Female,1,46 - 55,I do not have any formal education,No,2000 - 4000 AFN,No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD16,32,Placeholder,Tablet 03 - Lailuma (Kabul),34.52690663,69.20560998
17,Kabul PD16 - Shahrak Khurasan,Female,1,36 - 45,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Other,Extreme impact,"1,000 Afs",Payment of money,Other,PD16,32,Placeholder,Tablet 03 - Lailuma (Kabul),34.52690663,69.20560998
26,Kabul PD16 - Tapa Zakhel,Female,1,26 - 35,I do not have any formal education,No,I prefer not to say,No,None of the above,Other,Extreme impact,"10,000 Afs",Delay of service,Other,PD16,32,Placeholder,Tablet 03 - Lailuma (Kabul),34.52634363,69.20554755
9,Kabul PD16 - Guzar Samant Khana,Female,1,Up to 25,Primary education,"Yes, some",I prefer not to say,No,None of the above,Other,Moderate impact,"1,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 04 - Marwa (Kabul),34.52271574,69.20515116
12,Kabul PD16 - Guzar Samant Khana,Female,1,26 - 35,Primary education,"Yes, some",I prefer not to say,No,None of the above,Other,Moderate impact,"1,000 Afs",Delay of service,Filing a case with the courts,PD16,33,Placeholder,Tablet 04 - Marwa (Kabul),34.52392481,69.20438575
8,Kabul PD16 - Guzar Samant Khana,Female,1,Up to 25,Primary education,"Yes, some",I prefer not to say,No,None of the above,Other,Moderate impact,"1,000 Afs",Payment of money,Other,PD16,31,Placeholder,Tablet 04 - Marwa (Kabul),34.52365643,69.20429817
13,Kabul PD16 - Guzar Samant Khana,Female,1,26 - 35,Primary education,"Yes, some",I prefer not to say,No,None of the above,Other,Strong impact,"10,000 Afs",Payment of money,Driver license,PD16,32,Placeholder,Tablet 04 - Marwa (Kabul),34.52363729,69.20405595
20,Kabul PD16 - Sarak Bala-e-Qala-e-Zamankhan,Female,1,36 - 45,I do not have any formal education,No,I prefer not to say,No,,Other,Extreme impact,"1,000 Afs",Payment of money,Other,PD16,32,Placeholder,Tablet 05 - Fariba Malikzai (Kabul),34.53176732,69.20244322
16,Kabul PD16 - Masjid Rasoul Akram,Female,1,26 - 35,Primary education,"Yes, some",I prefer not to say,No,None of the above,Other,Almost no impact,"1,000 Afs",Payment of money,Obtaining a judgement,PD16,31,Placeholder,Tablet 04 - Marwa (Kabul),34.52700719,69.20187418
18,Kabul PD16 - Masjid Rasoul Akram,Female,1,Up to 25,Secondary education / High School / Institute,"Yes, on a regular basis",I prefer not to say,No,None of the above,Other,Moderate impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,32,Placeholder,Tablet 04 - Marwa (Kabul),34.52702931,69.20165146
13,Kabul PD16 - first Makroryan,Female,1,Up to 25,Vocational training after Secondary / High School,"Yes, on a regular basis","8001 - 10,000 AFN",No,None of the above,Other,Moderate impact,"10,000 Afs",Payment of money,Vehicle registration,PD16,32,Placeholder,Tablet 04 - Marwa (Kabul),34.52714401,69.20162486
31,Kabul PD16 - first Makroryan,Female,1,26 - 35,I do not have any formal education,"Yes, some",I prefer not to say,No,None of the above,Other,Moderate impact,"10,000 Afs",Payment of money,Vehicle registration,PD16,31,Placeholder,Tablet 04 - Marwa (Kabul),34.52661424,69.20159008
21,Kabul PD16 - Masjid Rasoul Akram,Female,1,26 - 35,Vocational training after Secondary / High School,"Yes, on a regular basis","8001 - 10,000 AFN",No,None of the above,Other,Strong impact,"10,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD16,32,Placeholder,Tablet 04 - Marwa (Kabul),34.52697647,69.2015818
21,Kabul PD16 - first Makroryan,Female,1,Up to 25,I do not have any formal education,"Yes, some",I prefer not to say,No,None of the above,Other,Moderate impact,"10,000 Afs",Payment of money,Other,PD16,32,Placeholder,Tablet 04 - Marwa (Kabul),34.52679047,69.20154672
22,Kabul PD16 - Masjid Rasoul Akram,Female,1,Up to 25,Primary education,"Yes, some",I prefer not to say,No,None of the above,Other,Moderate impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,32,Placeholder,Tablet 04 - Marwa (Kabul),34.52730358,69.20152187
19,Kabul PD16 - Masjid Rasoul Akram,Female,1,26 - 35,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Other,Strong impact,"100,000 Afs",Threat of incarceration,Filing a case with the courts,PD16,32,Placeholder,Tablet 04 - Marwa (Kabul),34.52730358,69.20152187
16,Kabul PD16 - first Makroryan,Female,1,Up to 25,Secondary education / High School / Institute,"Yes, on a regular basis",6001 - 8000 AFN,No,None of the above,Other,Moderate impact,"1,000 Afs",Payment of money,Obtaining a judgement,PD16,32,Placeholder,Tablet 04 - Marwa (Kabul),34.52667702,69.20149248
36,Kabul PD16 - Masjid Rasoul Akram,Female,1,26 - 35,University or post-graduate education,"Yes, on a regular basis","10,001 - 15,000 AFN",Yes,,Other,Almost no impact,"1,000 Afs",Delay of service,Tashkera,PD16,34,Placeholder,Tablet 04 - Marwa (Kabul),34.52697667,69.20148427
17,Kabul PD16 - Masjid Rasoul Akram,Female,1,26 - 35,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,None of the above,Other,Moderate impact,"10,000 Afs",Payment of money,Driver license,PD16,31,Placeholder,Tablet 04 - Marwa (Kabul),34.52719272,69.20133092
16,Kabul PD16 - Masjid Rasoul Akram,Female,1,36 - 45,Primary education,"Yes, some",I prefer not to say,No,None of the above,Other,Moderate impact,"10,000 Afs",Payment of money,Vehicle registration,PD16,31,Placeholder,Tablet 04 - Marwa (Kabul),34.52719272,69.20133092
9,Kabul PD11 - Prozhe Naw Abad,Female,1,26 - 35,I do not have any formal education,"Yes, some","20,001 - 25,000 AFN",No,Selected or elected representative (past or present),Provincial Official,Almost no impact,"1,000 Afs",Payment of money,Filing a case with the courts,PD11,31,Placeholder,Tablet 16 - Humaira (Kabul),34.51991932,69.19080746
19,Kabul PD11 - Prozhe Naw Abad,Female,1,46 - 55,Vocational training after Secondary / High School,"Yes, some","Less than 2,000 AFN",No,"Respected professional (e.g. Educational, Medical, Technical)",Malik or Wakil-e-Guzar,Almost no impact,"100,000 Afs",Payment of money,Tashkera,PD11,32,Placeholder,Tablet 08 - Not assigned (Kabul),34.51991932,69.19080746
25,Kabul PD11 - Prozhe Naw Abad,Female,1,36 - 45,I do not have any formal education,No,I prefer not to say,No,Religious Leader,Police,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD11,32,Placeholder,Tablet 08 - Not assigned (Kabul),34.51991932,69.19080746
,Kabul PD11 - Prozhe Naw Abad,Female,1,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,Yes,"Judge or senior official in district, provincial or national Government",Police,Strong impact,Larger,Payment of money,Tashkera,PD11,32,Placeholder,Tablet 08 - Not assigned (Kabul),34.51991932,69.19080746
15,Kabul PD11 - Prozhe Naw Abad,Female,1,Up to 25,Secondary education / High School / Institute,"Yes, some","8001 - 10,000 AFN",No,Selected or elected representative (past or present),Police,Extreme impact,"10,000 Afs",Payment of money,Tashkera,PD11,32,Placeholder,Tablet 08 - Not assigned (Kabul),34.51991932,69.19080746
28,Kabul PD11 - Shahrak (212) Family,Female,1,36 - 45,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD11,32,Placeholder,Tablet 02 - Shukria (Kabul),34.56386945,69.17398572
24,Kabul PD11 - Shahrak (212) Family,Female,1,46 - 55,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Driver license,PD11,32,Placeholder,Tablet 02 - Shukria (Kabul),34.56386945,69.17398572
21,Kabul PD11 - Shahrak (212) Family,Female,1,Up to 25,Primary education,No,"Less than 2,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,32,Placeholder,Tablet 02 - Shukria (Kabul),34.56386945,69.17398572
17,Kabul PD11 - Shahrak (212) Family,Female,1,Up to 25,Primary education,No,"Less than 2,000 AFN",No,None of the above,Other,Strong impact,"10,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,32,Placeholder,Tablet 02 - Shukria (Kabul),34.56386945,69.17398572
17,Kabul PD11 - Shahrak (212) Family,Female,1,Up to 25,Secondary education / High School / Institute,No,"Less than 2,000 AFN",No,None of the above,Other,Strong impact,"100,000 Afs",Payment of money,Obtaining a judgement,PD11,32,Placeholder,Tablet 02 - Shukria (Kabul),34.56386945,69.17398572
26,Kabul PD16 - Tapa Zakhel,Female,1,Up to 25,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD16,32,Placeholder,Tablet 02 - Shukria (Kabul),34.54116232,69.17253002
23,Kabul PD16 - Tapa Zakhel,Female,1,Up to 25,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Paid worker in any sector,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD16,32,Placeholder,Tablet 02 - Shukria (Kabul),34.54116232,69.17253002
10,Kabul PD16 - Tapa Zakhel,Female,1,26 - 35,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Paid worker in any sector,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD16,32,Placeholder,Tablet 02 - Shukria (Kabul),34.54116232,69.17253002
18,Kabul PD16 - Tapa Zakhel,Female,1,26 - 35,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Paid worker in any sector,Strong impact,"1,000 Afs",Payment of money,Other,PD16,32,Placeholder,Tablet 02 - Shukria (Kabul),34.54116232,69.17253002
10,Kabul PD16 - Tapa Zakhel,Female,1,26 - 35,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Paid worker in any sector,Strong impact,"10,000 Afs",Payment of money,Other,PD16,32,Placeholder,Tablet 02 - Shukria (Kabul),34.54116232,69.17253002
78,Kabul PD16 - Tapa Zakhel,Female,1,26 - 35,Primary education,No,I prefer not to say,No,,Other,Strong impact,No payment made,Payment of money,District office to obtain official documentation such as land ownership,PD16,32,Placeholder,Tablet 05 - Fariba Malikzai (Kabul),34.54356194,69.16688662
22,Kabul PD16 - Tapa Zakhel,Female,1,26 - 35,Secondary education / High School / Institute,No,I prefer not to say,No,,"Unemployed, unpaid worker or retired",Strong impact,No payment made,Payment of money,Reporting a offence/crime to the police,PD16,32,Placeholder,Tablet 05 - Fariba Malikzai (Kabul),34.54356194,69.16688662
14,Kabul PD16 - Tapa Zakhel,Female,1,26 - 35,Secondary education / High School / Institute,No,I prefer not to say,No,,Other,Strong impact,No payment made,Refusal of service,Other,PD16,32,Placeholder,Tablet 05 - Fariba Malikzai (Kabul),34.54356194,69.16688662
35,Kabul PD16 - Tapa Zakhel,Female,1,26 - 35,I do not have any formal education,No,I prefer not to say,No,,Police,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD16,32,Placeholder,Tablet 05 - Fariba Malikzai (Kabul),34.54356194,69.16688662
29,Kabul PD16 - Tapa Zakhel,Female,1,36 - 45,I do not have any formal education,No,I prefer not to say,No,,Other,Strong impact,"1,000,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,32,Placeholder,Tablet 05 - Fariba Malikzai (Kabul),34.54356194,69.16688662
25,Kabul PD16 - Qala-e-Ahmad Khan,Female,1,36 - 45,I do not have any formal education,No,2000 - 4000 AFN,No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD16,32,Placeholder,Tablet 03 - Lailuma (Kabul),34.54971133,69.16518226
32,Kabul PD16 - Qala-e-Shora,Female,1,36 - 45,I do not have any formal education,"Yes, on a regular basis",4001 - 6000 AFN,Yes,Respected and skilled artisan,Other,Strong impact,"1,000 Afs",Payment of money,Tashkera,PD16,32,Placeholder,Tablet 03 - Lailuma (Kabul),34.54971133,69.16518226
20,Kabul PD16 - Qala-e-Shora,Female,1,26 - 35,Primary education,"Yes, on a regular basis",2000 - 4000 AFN,No,None of the above,Other,Strong impact,"10,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD16,32,Placeholder,Tablet 03 - Lailuma (Kabul),34.54971133,69.16518226
25,Kabul PD16 - Qala-e-Shora,Female,1,46 - 55,I do not have any formal education,"Yes, some","15,001 - 20,000 AFN",No,None of the above,Other,Strong impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD16,32,Placeholder,Tablet 03 - Lailuma (Kabul),34.54971133,69.16518226
23,Kabul PD16 - Qala-e-Shora,Female,1,46 - 55,I do not have any formal education,No,"10,001 - 15,000 AFN",No,None of the above,Other,Extreme impact,"100,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD16,32,Placeholder,Tablet 03 - Lailuma (Kabul),34.54971133,69.16518226
